school,conf,rk,w,l,wl,ap_pre,ap_high,ap_final,ncaa_numeric,season,coaches,year
wisconsin,Western,118,1,1,0.6555111763655336,30,30,30,0,1899-00,James Elsom (1-1),1899
wisconsin,Western,119,0,3,0.8200552560736338,30,30,30,0,1898-99,James Elsom (0-3),1898
wisconsin-stevens-point,Ind,1,14,0,0.05654769501489709,30,30,30,0,1917-18,S.A. Tennison (14-0),1917
wisconsin-stevens-point,Ind,2,11,2,0.6879860202223832,30,30,30,0,1916-17,George Corneal (11-2),1916
wisconsin-stevens-point,Ind,3,6,5,0.13084606161178225,30,30,30,0,1915-16,George Corneal (6-5),1915
wisconsin-stevens-point,Ind,4,5,5,0.22276180630467235,30,30,30,0,1914-15,George Corneal (5-5),1914
wisconsin-stevens-point,Ind,5,7,7,0.37670771529697544,30,30,30,0,1913-14,L.G. Schneller (7-7),1913
wisconsin-stevens-point,Ind,6,7,4,0.7241337302632151,30,30,30,0,1912-13,L.G. Schneller (7-4),1912
wisconsin-stevens-point,Ind,7,2,4,0.2098487220251719,30,30,30,0,1911-12,No coach,1911
wisconsin-stevens-point,Ind,8,1,3,0.6143752339244019,30,30,30,0,1910-11,No coach,1910
wisconsin-stevens-point,Ind,9,2,1,0.7590343061266035,30,30,30,0,1909-10,Ernest Smith (2-1),1909
wisconsin-stevens-point,Ind,10,4,4,0.7550032381184127,30,30,30,0,1908-09,W.F. Lusk (4-4),1908
wisconsin-stevens-point,Ind,11,4,4,0.5172542509571229,30,30,30,0,1907-08,Guy Roberts (4-4),1907
wisconsin-stevens-point,Ind,12,6,1,0.6697718152995769,30,30,30,0,1906-07,George Everson (6-1),1906
wisconsin-stevens-point,Ind,13,2,4,0.8389029581114104,30,30,30,0,1905-06,No coach,1905
wisconsin-stevens-point,Ind,14,3,3,0.9075994373658431,30,30,30,0,1904-05,No coach,1904
wisconsin-stevens-point,Ind,15,6,0,0.20010234421711603,30,30,30,0,1903-04,No coach,1903
wisconsin-stevens-point,Ind,16,1,2,0.9729374472074946,30,30,30,0,1902-03,No coach,1902
wisconsin-stevens-point,Ind,17,4,0,0.22868738536256794,30,30,30,0,1901-02,No coach,1901
wisconsin-stevens-point,Ind,18,4,4,0.5259603539012291,30,30,30,0,1900-01,No coach,1900
wisconsin-stevens-point,Ind,19,2,1,0.7899311575993999,30,30,30,0,1899-00,No coach,1899
wisconsin-stevens-point,Ind,20,6,2,0.9785234501644732,30,30,30,0,1898-99,Caroline Crawford (6-2),1898
wisconsin-stevens-point,Ind,21,1,2,0.3866082123708614,30,30,30,0,1897-98,Caroline Crawford (1-2),1897
wofford,Southern,1,16,17,0.6687663812291629,30,30,30,0,2016-17,Mike Young (16-17),2016
wofford,Southern,2,15,17,0.8475537321965189,30,30,30,0,2015-16,Mike Young (15-17),2015
wofford,Southern,3,28,7,0.7140723422894532,30,30,30,2,2014-15,Mike Young (28-7),2014
wofford,Southern,4,20,13,0.4192465531378412,30,30,30,2,2013-14,Mike Young (20-13),2013
wofford,Southern,5,13,19,0.8335284866814132,30,30,30,0,2012-13,Mike Young (13-19),2012
wofford,Southern,6,19,14,0.19019598683651806,30,30,30,0,2011-12,Mike Young (19-14),2011
wofford,Southern,7,21,13,0.48743027422606633,30,30,30,2,2010-11,Mike Young (21-13),2010
wofford,Southern,8,26,9,0.5163078400214357,30,30,30,1,2009-10,Mike Young (26-9),2009
wofford,Southern,9,16,14,0.9861816996817978,30,30,30,0,2008-09,Mike Young (16-14),2008
wofford,Southern,10,16,16,0.5953867123426189,30,30,30,0,2007-08,Mike Young (16-16),2007
wofford,Southern,11,10,20,0.6128589078917456,30,30,30,0,2006-07,Mike Young (10-20),2006
wofford,Southern,12,11,18,0.43233242231709634,30,30,30,0,2005-06,Mike Young (11-18),2005
wofford,Southern,13,14,14,0.6440612363182671,30,30,30,0,2004-05,Mike Young (14-14),2004
wofford,Southern,14,9,20,0.374347620774681,30,30,30,0,2003-04,Mike Young (9-20),2003
wofford,Southern,15,14,15,0.7277832582410619,30,30,30,0,2002-03,Mike Young (14-15),2002
wofford,Southern,16,11,18,0.33705565804654036,30,30,30,0,2001-02,Richard Johnson (11-18),2001
wofford,Southern,17,12,16,0.9190037339329636,30,30,30,0,2000-01,Richard Johnson (12-16),2000
wofford,Southern,18,14,16,0.8281528468924508,30,30,30,0,1999-00,Richard Johnson (14-16),1999
wofford,Southern,19,11,16,0.5742781366697671,30,30,30,0,1998-99,Richard Johnson (11-16),1998
wofford,Southern,20,9,18,0.2893131775482587,30,30,30,0,1997-98,Richard Johnson (9-18),1997
wofford,Ind,21,7,20,0.3629871585839355,30,30,30,0,1996-97,Richard Johnson (7-20),1996
wofford,Ind,22,4,22,0.5826274259111844,30,30,30,0,1995-96,Richard Johnson (4-22),1995
wooster,Ind,1,16,2,0.9166422877367274,30,30,30,0,1930-31,Ernest Hole (16-2),1930
wooster,Ind,2,12,2,0.3641176054098868,30,30,30,0,1929-30,Ernest Hole (12-2),1929
wooster,Ind,3,12,5,0.04181254436623205,30,30,30,0,1928-29,Ernest Hole (12-5),1928
wooster,Ind,4,13,4,0.2141496086480288,30,30,30,0,1927-28,Ernest Hole (13-4),1927
wooster,Ind,5,9,7,0.11897634320549288,30,30,30,0,1926-27,Ernest Hole (9-7),1926
wooster,Ind,6,8,7,0.6155961102443979,30,30,30,0,1925-26,L.C. Boles (8-7),1925
wooster,Ind,7,8,7,0.9357282183091028,30,30,30,0,1924-25,L.C. Boles (8-7),1924
wooster,Ind,8,4,10,0.44503406045934624,30,30,30,0,1923-24,L.C. Boles (4-10),1923
wooster,Ind,9,10,8,0.6253970127196121,30,30,30,0,1922-23,L.C. Boles (10-8),1922
wooster,Ind,10,14,1,0.29544173834197995,30,30,30,0,1921-22,L.C. Boles (14-1),1921
wooster,Ind,11,8,5,0.487093716369722,30,30,30,0,1920-21,L.C. Boles (8-5),1920
wooster,Ind,12,11,4,0.1663666482197288,30,30,30,0,1919-20,L.C. Boles (11-4),1919
wooster,Ind,13,6,8,0.35332125669240655,30,30,30,0,1918-19,L.C. Boles (6-8),1918
wooster,Ind,14,4,9,0.7627645897577415,30,30,30,0,1917-18,L.C. Boles (4-9),1917
wooster,Ind,15,5,8,0.4953593326682614,30,30,30,0,1916-17,L.C. Boles (5-8),1916
wooster,Ind,16,8,7,0.4045210267235221,30,30,30,0,1915-16,L.C. Boles (8-7),1915
wooster,Ind,17,5,10,0.288757025031691,30,30,30,0,1914-15,H.F. Tuttle (5-10),1914
wooster,Ind,18,0,13,0.4337818097847429,30,30,30,0,1913-14,C.C. Childs (0-13),1913
wooster,Ind,19,6,4,0.4164460080606984,30,30,30,0,1912-13,H.B. Lloyd (6-4),1912
wooster,Ind,20,8,3,0.6503315908453786,30,30,30,0,1911-12,H.B. Lloyd (8-3),1911
wooster,Ind,21,7,3,0.5475678487685441,30,30,30,0,1910-11,W.E. Johnston (7-3),1910
wooster,Ind,22,7,4,0.8677535955938568,30,30,30,0,1909-10,W.E. Johnston (7-4),1909
wooster,Ind,23,10,2,0.750864718531588,30,30,30,0,1908-09,Wilbur St. John (10-2),1908
wooster,Ind,24,10,6,0.9713485550821042,30,30,30,0,1907-08,Wilbur St. John (10-6),1907
wooster,Ind,25,8,4,0.5443098867142303,30,30,30,0,1906-07,Wilbur St. John (8-4),1906
wooster,Ind,26,7,3,0.24444303221105346,30,30,30,0,1905-06,Wilbur St. John (7-3),1905
wooster,Ind,27,3,8,0.27260263329084455,30,30,30,0,1904-05,Wilbur St. John (3-8),1904
wooster,Ind,28,2,4,0.2766197480267807,30,30,30,0,1903-04,Wilbur St. John (2-4),1903
wooster,Ind,29,2,3,0.5470777085008653,30,30,30,0,1902-03,Wilbur St. John (2-3),1902
wooster,Ind,30,2,2,0.19969560343330917,30,30,30,0,1901-02,No coach,1901
wooster,Ind,31,0,2,0.9457167343985142,30,30,30,0,1900-01,No coach,1900
wright-state,Horizon,1,20,12,0.7629424559541953,30,30,30,0,2016-17,Scott Nagy (20-12),2016
wright-state,Horizon,2,22,13,0.3190893084599835,30,30,30,0,2015-16,Billy Donlon (22-13),2015
wright-state,Horizon,3,11,20,0.8229443631728424,30,30,30,0,2014-15,Billy Donlon (11-20),2014
wright-state,Horizon,4,21,15,0.8038124823099871,30,30,30,0,2013-14,Billy Donlon (21-15),2013
wright-state,Horizon,5,23,13,0.6962495654712847,30,30,30,0,2012-13,Billy Donlon (23-13),2012
wright-state,Horizon,6,13,19,0.9097590084763579,30,30,30,0,2011-12,Billy Donlon (13-19),2011
wright-state,Horizon,7,19,14,0.15636602022477653,30,30,30,0,2010-11,Billy Donlon (19-14),2010
wright-state,Horizon,8,20,12,0.6544339340996558,30,30,30,0,2009-10,Brad Brownell (20-12),2009
wright-state,Horizon,9,20,13,0.17288139458780705,30,30,30,0,2008-09,Brad Brownell (20-13),2008
wright-state,Horizon,10,21,10,0.99964273220736,30,30,30,0,2007-08,Brad Brownell (21-10),2007
wright-state,Horizon,11,23,10,0.988803943989666,30,30,30,1,2006-07,Brad Brownell (23-10),2006
wright-state,Horizon,12,13,15,0.049485618099484374,30,30,30,0,2005-06,Paul Biancardi (13-15),2005
wright-state,Horizon,13,15,15,0.04978596416590875,30,30,30,0,2004-05,Paul Biancardi (15-15),2004
wright-state,Horizon,14,14,14,0.3012179807044729,30,30,30,0,2003-04,Paul Biancardi (14-14),2003
wright-state,Horizon,15,10,18,0.511454678847297,30,30,30,0,2002-03,Ed Schilling (10-18),2002
wright-state,Horizon,16,17,11,0.296257404731712,30,30,30,0,2001-02,Ed Schilling (17-11),2001
wright-state,MW Coll,17,18,11,0.8153510991393952,30,30,30,0,2000-01,Ed Schilling (18-11),2000
wright-state,MW Coll,18,11,17,0.7227511615601483,30,30,30,0,1999-00,Ed Schilling (11-17),1999
wright-state,MW Coll,19,9,18,0.8196748834579405,30,30,30,0,1998-99,Ed Schilling (9-18),1998
wright-state,MW Coll,20,10,18,0.24713478279016798,30,30,30,0,1997-98,Ed Schilling (10-18),1997
wright-state,MW Coll,21,7,20,0.12530499397663686,30,30,30,0,1996-97,Jim Brown (7-20),1996
wright-state,MW Coll,22,14,13,0.5571363386288389,30,30,30,0,1995-96,Ralph Underhill (14-13),1995
wright-state,MW Coll,23,13,17,0.31843231339727496,30,30,30,0,1994-95,Ralph Underhill (13-17),1994
wright-state,Mid-Cont,24,12,18,0.024446498524387406,30,30,30,0,1993-94,Ralph Underhill (12-18),1993
wright-state,Mid-Cont,25,20,10,0.23441862537895253,30,30,30,1,1992-93,Ralph Underhill (20-10),1992
wright-state,Mid-Cont,26,15,13,0.9717569000261322,30,30,30,0,1991-92,Ralph Underhill (15-13),1991
wright-state,Ind,27,19,9,0.8375477402116914,30,30,30,0,1990-91,Ralph Underhill (19-9),1990
wright-state,Ind,28,21,7,0.28801910132084496,30,30,30,0,1989-90,Ralph Underhill (21-7),1989
wright-state,Ind,29,17,11,0.5363904133174535,30,30,30,0,1988-89,Ralph Underhill (17-11),1988
wright-state,Ind,30,16,11,0.0894064039493827,30,30,30,0,1987-88,Ralph Underhill (16-11),1987
wyoming,MWC,1,18,14,0.2999809401912593,30,30,30,0,2016-17,Allen Edwards (18-14),2016
wyoming,MWC,2,14,18,0.8800217112631278,30,30,30,0,2015-16,Larry Shyatt (14-18),2015
wyoming,MWC,3,25,10,0.732681075098757,30,25,30,2,2014-15,Larry Shyatt (25-10),2014
wyoming,MWC,4,18,15,0.6426023655057079,30,30,30,0,2013-14,Larry Shyatt (18-15),2013
wyoming,MWC,5,20,14,0.5044975135210055,30,30,30,0,2012-13,Larry Shyatt (20-14),2012
wyoming,MWC,6,21,12,0.13580612920091195,30,30,30,0,2011-12,Larry Shyatt (21-12),2011
wyoming,MWC,7,10,21,0.3901327117113964,30,30,30,0,2010-11,"Heath Schroyer (9-16), Fred Langley (1-5)",2010
wyoming,MWC,8,10,21,0.6929418217777528,30,30,30,0,2009-10,Heath Schroyer (10-21),2009
wyoming,MWC,9,19,14,0.9722917132894557,30,30,30,0,2008-09,Heath Schroyer (19-14),2008
wyoming,MWC,10,12,18,0.8752151182932923,30,30,30,0,2007-08,Heath Schroyer (12-18),2007
wyoming,MWC,11,17,15,0.13887900399875297,30,30,30,0,2006-07,Steve McClain (17-15),2006
wyoming,MWC,12,14,18,0.8118740240332748,30,30,30,0,2005-06,Steve McClain (14-18),2005
wyoming,MWC,13,15,13,0.9143751758101658,30,30,30,0,2004-05,Steve McClain (15-13),2004
wyoming,MWC,14,11,17,0.9401942488343178,30,30,30,0,2003-04,Steve McClain (11-17),2003
wyoming,MWC,15,21,11,0.12796745835512557,30,30,30,0,2002-03,Steve McClain (21-11),2002
wyoming,MWC,16,22,9,0.2984859319841071,30,30,30,2,2001-02,Steve McClain (22-9),2001
wyoming,MWC,17,20,10,0.5976689553527351,30,30,30,0,2000-01,Steve McClain (20-10),2000
wyoming,MWC,18,19,12,0.3055740101926574,30,30,30,0,1999-00,Steve McClain (19-12),1999
wyoming,WAC,19,18,10,0.668475516259081,30,30,30,0,1998-99,Steve McClain (18-10),1998
wyoming,WAC,20,19,9,0.48476080376333286,30,30,30,0,1997-98,Larry Shyatt (19-9),1997
wyoming,WAC,21,12,16,0.321214740577736,30,30,30,0,1996-97,Joby Wright (12-16),1996
wyoming,WAC,22,14,15,0.274576624036889,30,30,30,0,1995-96,Joby Wright (14-15),1995
wyoming,WAC,23,13,15,0.2589232907376243,30,30,30,0,1994-95,Joby Wright (13-15),1994
wyoming,WAC,24,14,14,0.6908701517775065,30,30,30,0,1993-94,Joby Wright (14-14),1993
wyoming,WAC,25,13,15,0.8641098718565074,30,30,30,0,1992-93,Benny Dees (13-15),1992
wyoming,WAC,26,16,13,0.4409486372298185,30,30,30,0,1991-92,Benny Dees (16-13),1991
wyoming,WAC,27,20,12,0.9206309441763684,30,30,30,0,1990-91,Benny Dees (20-12),1990
wyoming,WAC,28,15,14,0.10133578258894871,30,30,30,0,1989-90,Benny Dees (15-14),1989
wyoming,WAC,29,14,17,0.20776211348052387,30,30,30,0,1988-89,Benny Dees (14-17),1988
wyoming,WAC,30,26,6,0.6212541320044588,10,5,13,1,1987-88,Benny Dees (26-6),1987
wyoming,WAC,31,24,10,0.8956212763638864,30,30,30,8,1986-87,Jim Brandenburg (24-10),1986
wyoming,WAC,32,24,12,0.7362287678368246,30,30,30,0,1985-86,Jim Brandenburg (24-12),1985
wyoming,WAC,33,15,14,0.07698322390386891,30,30,30,0,1984-85,Jim Brandenburg (15-14),1984
wyoming,WAC,34,17,13,0.7671084990546302,30,30,30,0,1983-84,Jim Brandenburg (17-13),1983
wyoming,WAC,35,16,13,0.6990051509742016,30,30,30,0,1982-83,Jim Brandenburg (16-13),1982
wyoming,WAC,36,23,7,0.9260522057135312,30,30,30,2,1981-82,Jim Brandenburg (23-7),1981
wyoming,WAC,37,24,6,0.9385157762460615,30,17,17,2,1980-81,Jim Brandenburg (24-6),1980
wyoming,WAC,38,18,10,0.06705535542706309,30,30,30,0,1979-80,Jim Brandenburg (18-10),1979
wyoming,WAC,39,15,12,0.9672512351247754,30,30,30,0,1978-79,Jim Brandenburg (15-12),1978
wyoming,WAC,40,12,15,0.19561931599577298,30,30,30,0,1977-78,Don DeVoe (12-15),1977
wyoming,WAC,41,17,10,0.05631226253819299,30,30,30,0,1976-77,Don DeVoe (17-10),1976
wyoming,WAC,42,10,17,0.27444833250903133,30,30,30,0,1975-76,Moe Radovich (10-17),1975
wyoming,WAC,43,10,16,0.3608883235090147,30,30,30,0,1974-75,Moe Radovich (10-16),1974
wyoming,WAC,44,4,22,0.23150672014151608,30,30,30,0,1973-74,Moe Radovich (4-22),1973
wyoming,WAC,45,9,17,0.46864278187358444,30,30,30,0,1972-73,Bill Strannigan (9-17),1972
wyoming,WAC,46,12,14,0.4770478786519432,30,30,30,0,1971-72,Bill Strannigan (12-14),1971
wyoming,WAC,47,10,15,0.8212560884262137,30,30,30,0,1970-71,Bill Strannigan (10-15),1970
wyoming,WAC,48,19,7,0.026743002033511654,30,30,30,0,1969-70,Bill Strannigan (19-7),1969
wyoming,WAC,49,19,9,0.06513281256019887,30,19,30,0,1968-69,Bill Strannigan (19-9),1968
wyoming,WAC,50,18,9,0.4209265208875774,30,30,30,0,1967-68,Bill Strannigan (18-9),1967
wyoming,WAC,51,15,14,0.3967982983008276,30,30,30,8,1966-67,Bill Strannigan (15-14),1966
wyoming,WAC,52,17,9,0.46138808368226214,30,30,30,0,1965-66,Bill Strannigan (17-9),1965
wyoming,WAC,53,16,10,0.052870429829719234,30,30,30,0,1964-65,Bill Strannigan (16-10),1964
wyoming,WAC,54,12,14,0.5524158015085003,30,30,30,0,1963-64,Bill Strannigan (12-14),1963
wyoming,WAC,55,11,15,0.6503861871186426,30,30,30,0,1962-63,Bill Strannigan (11-15),1962
wyoming,MSAC,56,9,17,0.0015729222876227356,30,30,30,0,1961-62,Bill Strannigan (9-17),1961
wyoming,MSAC,57,7,18,0.9576337121125719,30,30,30,0,1960-61,Bill Strannigan (7-18),1960
wyoming,MSAC,58,5,19,0.32089453565673376,30,30,30,0,1959-60,Bill Strannigan (5-19),1959
wyoming,MSAC,59,4,22,0.6799408013259659,30,30,30,0,1958-59,Everett Shelton (4-22),1958
wyoming,MSAC,60,13,14,0.24392488024991388,30,30,30,1,1957-58,Everett Shelton (13-14),1957
wyoming,MSAC,61,6,19,0.7601104682062289,30,30,30,0,1956-57,Everett Shelton (6-19),1956
wyoming,MSAC,62,7,19,0.9151100317835656,30,30,30,0,1955-56,Everett Shelton (7-19),1955
wyoming,MSAC,63,17,9,0.9219299469037479,30,30,30,0,1954-55,Everett Shelton (17-9),1954
wyoming,MSAC,64,19,9,0.4109939812130059,30,14,30,0,1953-54,Everett Shelton (19-9),1953
wyoming,MSAC,65,20,10,0.12804856883921167,30,16,30,8,1952-53,Everett Shelton (20-10),1952
wyoming,MSAC,66,28,7,0.07230820159749285,30,14,16,24,1951-52,Everett Shelton (28-7),1951
wyoming,MSAC,67,26,11,0.4914979268198464,30,10,30,0,1950-51,Everett Shelton (26-11),1950
wyoming,MSAC,68,25,11,0.2598164474642731,30,14,30,0,1949-50,Everett Shelton (25-11),1949
wyoming,MSAC,69,25,10,0.22818490891661236,30,12,17,8,1948-49,Everett Shelton (25-10),1948
wyoming,MSAC,70,18,9,0.4292982571053504,30,30,30,8,1947-48,Everett Shelton (18-9),1947
wyoming,MSAC,71,22,6,0.8273675519217131,30,30,30,8,1946-47,Everett Shelton (22-6),1946
wyoming,MSAC,72,22,4,0.8618222669572603,30,30,30,0,1945-46,Everett Shelton (22-4),1945
wyoming,MSAC,73,10,18,0.43039651716282523,30,30,30,0,1944-45,Everett Shelton (10-18),1944
wyoming,MSAC,74,31,2,0.23493604095286202,30,30,30,48,1942-43,Everett Shelton (31-2),1942
wyoming,MSAC,75,15,5,0.7979697066560979,30,30,30,0,1941-42,Everett Shelton (15-5),1941
wyoming,MSAC,76,14,6,0.17182187310402397,30,30,30,8,1940-41,Everett Shelton (14-6),1940
wyoming,MSAC,77,6,10,0.5428725686011339,30,30,30,0,1939-40,Everett Shelton (6-10),1939
wyoming,MSAC,78,10,11,0.6809269093415381,30,30,30,0,1938-39,Willard Witte (10-11),1938
wyoming,MSAC,79,12,5,0.03029300050245287,30,30,30,0,1937-38,Willard Witte (12-5),1937
wyoming,MSAC,80,8,9,0.47188368234647937,30,30,30,0,1936-37,Willard Witte (8-9),1936
wyoming,MSAC,81,12,7,0.8678135106122898,30,30,30,0,1935-36,Willard Witte (12-7),1935
wyoming,MSAC,82,11,5,0.3966944566574778,30,30,30,0,1934-35,Willard Witte (11-5),1934
wyoming,MSAC,83,26,3,0.37483581429384627,30,30,30,0,1933-34,Willard Witte (26-3),1933
wyoming,MSAC,84,18,5,0.2667655796167584,30,30,30,0,1932-33,Willard Witte (18-5),1932
wyoming,MSAC,85,18,2,0.27355468060202026,30,30,30,0,1931-32,Willard Witte (18-2),1931
wyoming,MSAC,86,19,4,0.590323796131811,30,30,30,0,1930-31,Willard Witte (19-4),1930
wyoming,MSAC,87,13,6,0.8863234378525822,30,30,30,0,1929-30,George McLaren (13-6),1929
wyoming,MSAC,88,15,4,0.5320886428488363,30,30,30,0,1928-29,George McLaren (15-4),1928
wyoming,MSAC,89,13,8,0.09011703786480418,30,30,30,0,1927-28,Stewart Clark (13-8),1927
wyoming,MSAC,90,9,5,0.860607885607343,30,30,30,0,1926-27,Stewart Clark (9-5),1926
wyoming,MSAC,91,12,5,0.07379281982129438,30,30,30,0,1925-26,Stewart Clark (12-5),1925
wyoming,MSAC,92,9,6,0.12132558736993437,30,30,30,0,1924-25,Stewart Clark (9-6),1924
wyoming,MSAC,93,2,13,0.8369878111657062,30,30,30,0,1923-24,John Corbett (2-13),1923
wyoming,MSAC,94,2,6,0.6095904902614114,30,30,30,0,1922-23,John Corbett (2-6),1922
wyoming,Ind,95,2,7,0.4865199597927282,30,30,30,0,1921-22,John Corbett (2-7),1921
wyoming,Ind,96,3,4,0.6029684651026873,30,30,30,0,1920-21,John Corbett (3-4),1920
wyoming,Ind,97,10,1,0.6486653273537146,30,30,30,0,1919-20,John Corbett (10-1),1919
wyoming,Ind,98,7,2,0.9477949446008692,30,30,30,0,1918-19,John Corbett (7-2),1918
wyoming,Ind,99,4,2,0.5691223826430504,30,30,30,0,1917-18,John Corbett (4-2),1917
wyoming,Ind,100,4,4,0.7234508334937956,30,30,30,0,1916-17,John Corbett (4-4),1916
wyoming,Ind,101,3,2,0.981012861431021,30,30,30,0,1915-16,John Corbett (3-2),1915
wyoming,Ind,102,2,4,0.42061841905644015,30,30,30,0,1914-15,Ralph Thacker (2-4),1914
wyoming,Ind,103,1,3,0.9880959469239478,30,30,30,0,1913-14,Ralph Thacker (1-3),1913
wyoming,Ind,104,2,5,0.9189631950684761,30,30,30,0,1912-13,Leon Excelby (2-5),1912
wyoming,Ind,105,5,6,0.14907500688521103,30,30,30,0,1911-12,Harold Dean (5-6),1911
wyoming,Ind,106,1,4,0.4753806448093215,30,30,30,0,1910-11,Harold Dean (1-4),1910
wyoming,Ind,107,3,3,0.6311603226977787,30,30,30,0,1909-10,Harold Dean (3-3),1909
wyoming,Ind,108,3,3,0.1116952649293107,30,30,30,0,1908-09,Elmer Hoefer (3-3),1908
wyoming,Ind,109,2,3,0.47230945011301306,30,30,30,0,1907-08,Lt. Coburn (2-3),1907
wyoming,Ind,110,3,4,0.6856888166568036,30,30,30,0,1906-07,Lt. Coburn (3-4),1906
wyoming,Ind,111,3,2,0.16980139577414055,30,30,30,0,1905-06,W. Yates (3-2),1905
wyoming,Ind,112,1,0,0.43352032285072684,30,30,30,0,1904-05,W. Yates (1-0),1904
xavier,Big East,1,21,13,0.4127044743756123,7,7,30,0,2016-17,Chris Mack (21-13),2016
xavier,Big East,2,28,6,0.264588193344942,30,5,9,2,2015-16,Chris Mack (28-6),2015
xavier,Big East,3,23,14,0.5035640112670476,30,30,30,8,2014-15,Chris Mack (23-14),2014
xavier,Big East,4,21,13,0.49191208465395275,30,30,30,1,2013-14,Chris Mack (21-13),2013
xavier,A-10,5,17,14,0.11918724756886301,30,30,30,0,2012-13,Chris Mack (17-14),2012
xavier,A-10,6,23,13,0.8730264564056226,14,8,30,8,2011-12,Chris Mack (23-13),2011
xavier,A-10,7,24,8,0.19317449904465245,30,18,20,2,2010-11,Chris Mack (24-8),2010
xavier,A-10,8,26,9,0.2753566598393551,30,24,25,8,2009-10,Chris Mack (26-9),2009
xavier,A-10,9,27,8,0.887311481892848,30,7,20,8,2008-09,Sean Miller (27-8),2008
xavier,A-10,10,30,7,0.4652608781796975,30,8,12,16,2007-08,Sean Miller (30-7),2007
xavier,A-10,11,25,9,0.7551786034809651,30,24,30,2,2006-07,Sean Miller (25-9),2006
xavier,A-10,12,21,11,0.0949279829842764,30,30,30,1,2005-06,Sean Miller (21-11),2005
xavier,A-10,13,17,12,0.6874876132891815,30,30,30,0,2004-05,Sean Miller (17-12),2004
xavier,A-10,14,26,11,0.010870763426597763,30,30,30,16,2003-04,Thad Matta (26-11),2003
xavier,A-10,15,26,6,0.30174132655682506,10,10,12,2,2002-03,Thad Matta (26-6),2002
xavier,A-10,16,26,6,0.3140394007457541,30,22,22,2,2001-02,Thad Matta (26-6),2001
xavier,A-10,17,21,8,0.42562501455620005,30,24,30,1,2000-01,Skip Prosser (21-8),2000
xavier,A-10,18,21,12,0.6912552159778598,30,30,30,0,1999-00,Skip Prosser (21-12),1999
xavier,A-10,19,25,11,0.25316933439152967,17,13,30,0,1998-99,Skip Prosser (25-11),1998
xavier,A-10,20,22,8,0.8562191056949277,10,7,23,1,1997-98,Skip Prosser (22-8),1997
xavier,A-10,21,23,6,0.7709229829909059,30,11,13,2,1996-97,Skip Prosser (23-6),1996
xavier,A-10,22,13,15,0.02342465862615961,30,30,30,0,1995-96,Skip Prosser (13-15),1995
xavier,MW Coll,23,23,5,0.8151739685465008,30,25,30,1,1994-95,Skip Prosser (23-5),1994
xavier,MW Coll,24,22,8,0.6429935279574318,30,22,30,0,1993-94,Pete Gillen (22-8),1993
xavier,MW Coll,25,24,6,0.8536956630066124,30,18,30,2,1992-93,Pete Gillen (24-6),1992
xavier,MW Coll,26,15,12,0.8963048978940783,30,30,30,0,1991-92,Pete Gillen (15-12),1991
xavier,MW Coll,27,22,10,0.61645508680059,30,30,30,2,1990-91,Pete Gillen (22-10),1990
